date,festival_id,label,day_index,duration_days,lunar_month
2000-04-10,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2000-04-11,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2000-04-12,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2000-04-13,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2000-08-15,raksha_bandhan,Raksha Bandhan,1,1,shravana
2000-09-28,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2000-09-29,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2000-09-30,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2000-10-01,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2000-10-02,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2000-10-03,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2000-10-04,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2000-10-05,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2000-10-06,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2000-10-26,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2001-02-21,maha_shivaratri,Maha Shivaratri,1,1,magha
2001-03-26,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2001-03-27,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2001-03-28,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2001-03-29,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2001-03-30,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2001-03-31,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2001-04-01,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2001-04-02,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2001-04-03,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2001-08-04,raksha_bandhan,Raksha Bandhan,1,1,shravana
2001-10-17,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2001-10-18,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2001-10-19,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2001-10-20,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2001-10-21,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2001-10-22,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2001-10-23,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2001-10-24,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2001-10-25,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2001-11-14,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2002-03-12,maha_shivaratri,Maha Shivaratri,1,1,magha
2002-04-13,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2002-04-14,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2002-04-15,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2002-04-16,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2002-04-17,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2002-04-18,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2002-04-19,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2002-04-20,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2002-04-21,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2002-08-22,raksha_bandhan,Raksha Bandhan,1,1,shravana
2002-10-07,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2002-10-08,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2002-10-09,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2002-10-10,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2002-10-11,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2002-10-12,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2002-10-13,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2002-10-14,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2002-10-15,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2002-11-04,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2003-03-01,maha_shivaratri,Maha Shivaratri,1,1,magha
2003-04-02,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2003-04-03,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2003-04-04,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2003-04-05,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2003-04-06,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2003-04-07,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2003-04-08,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2003-04-09,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2003-04-10,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2003-08-12,raksha_bandhan,Raksha Bandhan,1,1,shravana
2003-09-27,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2003-09-28,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2003-09-29,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2003-09-30,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2003-10-01,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2003-10-02,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2003-10-03,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2003-10-04,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2003-10-05,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2003-10-25,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2004-02-18,maha_shivaratri,Maha Shivaratri,1,1,magha
2004-03-21,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2004-03-22,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2004-03-23,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2004-03-24,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2004-03-25,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2004-03-26,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2004-03-27,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2004-03-28,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2004-03-29,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2004-08-30,raksha_bandhan,Raksha Bandhan,1,1,shravana
2004-10-15,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2004-10-16,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2004-10-17,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2004-10-18,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2004-10-19,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2004-10-20,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2004-10-21,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2004-10-22,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2004-10-23,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2004-11-12,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2005-03-08,maha_shivaratri,Maha Shivaratri,1,1,magha
2005-04-09,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2005-04-10,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2005-04-11,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2005-04-12,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2005-04-13,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2005-04-14,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2005-04-15,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2005-04-16,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2005-04-17,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2005-08-19,raksha_bandhan,Raksha Bandhan,1,1,shravana
2005-10-04,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2005-10-05,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2005-10-06,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2005-10-07,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2005-10-08,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2005-10-09,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2005-10-10,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2005-10-11,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2005-10-12,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2005-11-01,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2006-02-26,maha_shivaratri,Maha Shivaratri,1,1,magha
2006-03-30,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2006-03-31,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2006-04-01,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2006-04-02,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2006-04-03,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2006-04-04,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2006-04-05,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2006-04-06,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2006-04-07,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2006-08-09,raksha_bandhan,Raksha Bandhan,1,1,shravana
2006-09-23,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2006-09-24,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2006-09-25,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2006-09-26,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2006-09-27,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2006-09-28,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2006-09-29,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2006-09-30,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2006-10-01,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2006-10-21,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2007-02-16,maha_shivaratri,Maha Shivaratri,1,1,magha
2007-03-19,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2007-03-20,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2007-03-21,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2007-03-22,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2007-03-23,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2007-03-24,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2007-03-25,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2007-03-26,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2007-03-27,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2007-08-28,raksha_bandhan,Raksha Bandhan,1,1,shravana
2007-10-12,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2007-10-13,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2007-10-14,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2007-10-15,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2007-10-16,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2007-10-17,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2007-10-18,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2007-10-19,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2007-10-20,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2007-11-09,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2008-03-06,maha_shivaratri,Maha Shivaratri,1,1,magha
2008-04-07,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2008-04-08,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2008-04-09,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2008-04-10,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2008-04-11,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2008-04-12,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2008-04-13,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2008-04-14,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2008-04-15,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2008-08-16,raksha_bandhan,Raksha Bandhan,1,1,shravana
2008-09-30,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2008-10-01,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2008-10-02,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2008-10-03,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2008-10-04,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2008-10-05,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2008-10-06,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2008-10-07,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2008-10-08,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2008-10-28,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2009-02-23,maha_shivaratri,Maha Shivaratri,1,1,magha
2009-03-27,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2009-03-28,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2009-03-29,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2009-03-30,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2009-03-31,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2009-04-01,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2009-04-02,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2009-04-03,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2009-04-04,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2009-08-05,raksha_bandhan,Raksha Bandhan,1,1,shravana
2009-09-19,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2009-09-20,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2009-09-21,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2009-09-22,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2009-09-23,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2009-09-24,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2009-09-25,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2009-09-26,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2009-09-27,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2009-10-17,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2010-02-12,maha_shivaratri,Maha Shivaratri,1,1,magha
2010-03-16,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2010-03-17,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2010-03-18,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2010-03-19,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2010-03-20,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2010-03-21,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2010-03-22,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2010-03-23,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2010-03-24,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2010-08-24,raksha_bandhan,Raksha Bandhan,1,1,shravana
2010-10-08,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2010-10-09,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2010-10-10,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2010-10-11,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2010-10-12,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2010-10-13,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2010-10-14,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2010-10-15,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2010-10-16,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2010-11-05,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2011-03-02,maha_shivaratri,Maha Shivaratri,1,1,magha
2011-04-04,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2011-04-05,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2011-04-06,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2011-04-07,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2011-04-08,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2011-04-09,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2011-04-10,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2011-04-11,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2011-04-12,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2011-08-13,raksha_bandhan,Raksha Bandhan,1,1,shravana
2011-09-28,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2011-09-29,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2011-09-30,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2011-10-01,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2011-10-02,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2011-10-03,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2011-10-04,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2011-10-05,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2011-10-06,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2011-10-26,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2012-02-20,maha_shivaratri,Maha Shivaratri,1,1,magha
2012-03-23,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2012-03-24,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2012-03-25,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2012-03-26,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2012-03-27,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2012-03-28,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2012-03-29,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2012-03-30,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2012-03-31,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2012-08-02,raksha_bandhan,Raksha Bandhan,1,1,shravana
2012-10-16,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2012-10-17,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2012-10-18,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2012-10-19,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2012-10-20,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2012-10-21,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2012-10-22,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2012-10-23,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2012-10-24,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2012-11-13,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2013-03-10,maha_shivaratri,Maha Shivaratri,1,1,magha
2013-04-11,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2013-04-12,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2013-04-13,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2013-04-14,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2013-04-15,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2013-04-16,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2013-04-17,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2013-04-18,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2013-04-19,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2013-08-21,raksha_bandhan,Raksha Bandhan,1,1,shravana
2013-10-05,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2013-10-06,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2013-10-07,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2013-10-08,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2013-10-09,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2013-10-10,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2013-10-11,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2013-10-12,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2013-10-13,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2013-11-03,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2014-02-27,maha_shivaratri,Maha Shivaratri,1,1,magha
2014-03-31,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2014-04-01,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2014-04-02,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2014-04-03,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2014-04-04,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2014-04-05,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2014-04-06,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2014-04-07,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2014-04-08,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2014-08-10,raksha_bandhan,Raksha Bandhan,1,1,shravana
2014-09-25,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2014-09-26,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
2014-09-27,sharad_navratri,Sharad Navratri (day 1),3,9,ashvina
2014-09-28,sharad_navratri,Sharad Navratri (day 1),4,9,ashvina
2014-09-29,sharad_navratri,Sharad Navratri (day 1),5,9,ashvina
2014-09-30,sharad_navratri,Sharad Navratri (day 1),6,9,ashvina
2014-10-01,sharad_navratri,Sharad Navratri (day 1),7,9,ashvina
2014-10-02,sharad_navratri,Sharad Navratri (day 1),8,9,ashvina
2014-10-03,sharad_navratri,Sharad Navratri (day 1),9,9,ashvina
2014-10-23,diwali,Diwali (Lakshmi Puja),1,1,ashvina
2015-02-17,maha_shivaratri,Maha Shivaratri,1,1,magha
2015-03-21,chaitra_navratri,Chaitra Navratri (day 1),1,9,chaitra
2015-03-22,chaitra_navratri,Chaitra Navratri (day 1),2,9,chaitra
2015-03-23,chaitra_navratri,Chaitra Navratri (day 1),3,9,chaitra
2015-03-24,chaitra_navratri,Chaitra Navratri (day 1),4,9,chaitra
2015-03-25,chaitra_navratri,Chaitra Navratri (day 1),5,9,chaitra
2015-03-26,chaitra_navratri,Chaitra Navratri (day 1),6,9,chaitra
2015-03-27,chaitra_navratri,Chaitra Navratri (day 1),7,9,chaitra
2015-03-28,chaitra_navratri,Chaitra Navratri (day 1),8,9,chaitra
2015-03-29,chaitra_navratri,Chaitra Navratri (day 1),9,9,chaitra
2015-08-29,raksha_bandhan,Raksha Bandhan,1,1,shravana
2015-10-13,sharad_navratri,Sharad Navratri (day 1),1,9,ashvina
2015-10-14,sharad_navratri,Sharad Navratri (day 1),2,9,ashvina
